1300
2680,613
2681,809
2682,152
2683,707
2684,206
2685,495
2686,140
2687,572
2688,152
2689,599
2690,715
2691,454
2692,663
2693,580
2694,106
2695,834
2696,832
2697,699
2698,718
2699,255
2700,189
2701,999
2702,427
2703,139
2704,499
2705,443
2706,771
2707,305
2708,930
2709,341
2710,698
2711,222
2712,48
2713,435
2714,926
2715,857
2716,312
2717,66
2718,401
2719,955
2720,584
2721,411
2722,607
2723,387
2724,359
2725,835
2726,209
2727,348
2728,921
2729,296
2730,100
2731,574
2732,774
2733,539
2734,213
2735,764
2736,664
2737,286
2738,821
2739,783
2740,950
2741,767
2742,599
2743,663
2744,773
2745,430
2746,8
2747,683
2748,208
2749,192
2750,141
2751,461
2752,210
2753,37
2754,202
2755,81
2756,874
2757,408
2758,125
2759,450
2760,784
2761,997
2762,815
2763,724
2764,881
2765,559
2766,338
2767,45
2768,513
2769,210
2770,328
2771,4
2772,512
2773,290
2774,980
2775,492
2776,757
2777,52
2778,239
2779,125
2780,603
2781,888
2782,197
2783,215
2784,767
2785,523
2786,280
2787,172
2788,306
2789,43
2790,520
2791,655
2792,110
2793,395
2794,183
2795,330
2796,929
2797,932
2798,781
2799,537
2800,166
2801,811
2802,329
2803,525
2804,449
2805,130
2806,112
2807,790
2808,601
2809,530
2810,314
2811,293
2812,165
2813,14
2814,429
2815,609
2816,687
2817,724
2818,942
2819,973
2820,67
2821,660
2822,640
2823,208
2824,910
2825,596
2826,520
2827,760
2828,399
2829,919
2830,298
2831,843
2832,677
2833,34
2834,0
2835,512
2836,24
2837,963
2838,165
2839,810
2840,257
2841,741
2842,258
2843,994
2844,673
2845,550
2846,971
2847,597
2848,507
2849,917
2850,889
2851,202
2852,223
2853,400
2854,595
2855,353
2856,242
2857,335
2858,179
2859,631
2860,864
2861,531
2862,624
2863,822
2864,18
2865,75
2866,563
2867,12
2868,969
2869,379
2870,341
2871,852
2872,414
2873,950
2874,599
2875,118
2876,765
2877,387
2878,974
2879,130
2880,11
2881,69
2882,86
2883,906
2884,284
2885,332
2886,982
2887,309
2888,995
2889,841
2890,294
2891,96
2892,540
2893,839
2894,421
2895,746
2896,793
2897,624
2898,120
2899,894
2900,21
2901,780
2902,767
2903,487
2904,805
2905,347
2906,212
2907,661
2908,879
2909,583
2910,978
2911,563
2912,66
2913,554
2914,412
2915,682
2916,497
2917,546
2918,494
2919,917
2920,446
2921,608
2922,54
2923,531
2924,49
2925,944
2926,993
2927,530
2928,492
2929,759
2930,580
2931,402
2932,75
2933,502
2934,249
2935,700
2936,749
2937,932
2938,140
2939,534
2940,421
2941,333
2942,258
2943,583
2944,69
2945,883
2946,361
2947,703
2948,891
2949,791
2950,626
2951,845
2952,396
2953,819
2954,311
2955,267
2956,506
2957,341
2958,984
2959,188
2960,36
2961,351
2962,834
2963,284
2964,360
2965,377
2966,280
2967,546
2968,225
2969,268
2970,177
2971,853
2972,937
2973,747
2974,215
2975,197
2976,461
2977,258
2978,768
2979,428
2980,278
2981,236
2982,995
2983,831
2984,650
2985,107
2986,36
2987,650
2988,724
2989,297
2990,353
2991,562
2992,426
2993,804
2994,137
2995,426
2996,883
2997,554
2998,416
2999,564
3000,485
3001,853
3002,601
3003,722
3004,784
3005,476
3006,269
3007,802
3008,64
3009,985
3010,529
3011,407
3012,742
3013,611
3014,119
3015,834
3016,768
3017,573
3018,53
3019,170
3020,696
3021,234
3022,934
3023,250
3024,121
3025,731
3026,400
3027,53
3028,192
3029,347
3030,972
3031,15
3032,910
3033,422
3034,453
3035,805
3036,735
3037,337
3038,854
3039,208
3040,329
3041,373
3042,871
3043,757
3044,800
3045,923
3046,298
3047,607
3048,824
3049,186
3050,952
3051,858
3052,176
3053,570
3054,68
3055,865
3056,945
3057,594
3058,221
3059,683
3060,489
3061,579
3062,892
3063,308
3064,205
3065,616
3066,955
3067,945
3068,451
3069,523
3070,591
3071,737
3072,661
3073,416
3074,994
3075,752
3076,380
3077,652
3078,288
3079,839
3080,203
3081,667
3082,387
3083,36
3084,643
3085,195
3086,221
3087,765
3088,857
3089,165
3090,591
3091,366
3092,353
3093,274
3094,937
3095,355
3096,261
3097,843
3098,511
3099,598
3100,46
3101,382
3102,244
3103,466
3104,772
3105,346
3106,420
3107,840
3108,337
3109,747
3110,429
3111,145
3112,755
3113,137
3114,966
3115,105
3116,291
3117,237
3118,16
3119,637
3120,480
3121,280
3122,791
3123,550
3124,473
3125,670
3126,211
3127,516
3128,151
3129,766
3130,313
3131,34
3132,146
3133,802
3134,346
3135,440
3136,954
3137,240
3138,890
3139,447
3140,185
3141,692
3142,907
3143,369
3144,317
3145,390
3146,292
3147,477
3148,281
3149,48
3150,673
3151,422
3152,711
3153,178
3154,743
3155,117
3156,292
3157,551
3158,517
3159,368
3160,187
3161,374
3162,819
3163,203
3164,450
3165,384
3166,137
3167,841
3168,489
3169,924
3170,156
3171,666
3172,569
3173,580
3174,189
3175,734
3176,67
3177,570
3178,137
3179,34
3180,453
3181,736
3182,42
3183,184
3184,919
3185,180
3186,747
3187,626
3188,130
3189,500
3190,471
3191,574
3192,172
3193,154
3194,776
3195,935
3196,470
3197,831
3198,480
3199,814
3200,260
3201,361
3202,767
3203,298
3204,890
3205,559
3206,492
3207,631
3208,514
3209,202
3210,439
3211,177
3212,534
3213,403
3214,600
3215,661
3216,810
3217,559
3218,629
3219,858
3220,71
3221,930
3222,226
3223,574
3224,160
3225,132
3226,851
3227,786
3228,2
3229,33
3230,555
3231,120
3232,859
3233,869
3234,171
3235,353
3236,586
3237,147
3238,840
3239,169
3240,44
3241,225
3242,736
3243,850
3244,992
3245,867
3246,146
3247,345
3248,74
3249,105
3250,538
3251,694
3252,109
3253,49
3254,807
3255,655
3256,264
3257,932
3258,745
3259,2
3260,407
3261,849
3262,619
3263,281
3264,671
3265,659
3266,763
3267,960
3268,321
3269,64
3270,386
3271,323
3272,507
3273,375
3274,429
3275,760
3276,889
3277,35
3278,919
3279,13
3280,706
3281,34
3282,403
3283,859
3284,914
3285,905
3286,404
3287,752
3288,189
3289,282
3290,401
3291,72
3292,108
3293,619
3294,877
3295,462
3296,974
3297,398
3298,192
3299,578
3299,689
